"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Height (m)"	"Velocity (m/s)"	"Direction (°)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"
4.160631942E2	4.485199444E1	-5.680687200E-1	7.542469217E-2	1.015999985E1	2.138000031E2	3.216000080E0	3.000000000E0
4.170631937E2	4.485191820E1	-5.681363600E-1	1.790591232E0	9.939999580E0	2.141999969E2	3.216000080E0	3.000000000E0
4.180631926E2	4.485185046E1	-5.682108000E-1	1.748671898E0	9.819999695E0	2.143000031E2	3.216000080E0	3.000000000E0
4.190631938E2	4.485177963E1	-5.682868600E-1	1.644068526E0	1.032999992E1	2.163999939E2	3.216000080E0	3.000000000E0
4.200631940E2	4.485170730E1	-5.683536100E-1	5.596137841E-1	1.007999992E1	2.173999939E2	3.216000080E0	3.000000000E0
4.210631936E2	4.485165295E1	-5.684289400E-1	9.578781455E-1	9.909999847E0	2.116999969E2	3.216000080E0	4.000000000E0
4.220631932E2	4.485156985E1	-5.685068100E-1	1.643130453E0	1.078999996E1	2.146999969E2	3.216000080E0	4.000000000E0
4.230631932E2	4.485149740E1	-5.685802100E-1	1.217545288E0	9.850000381E0	2.150000000E2	3.216000080E0	3.000000000E0
4.240631936E2	4.485142366E1	-5.686413200E-1	1.571449326E0	9.819999695E0	2.128000031E2	3.216000080E0	3.000000000E0
4.250631932E2	4.485134556E1	-5.687076300E-1	1.774959262E0	9.819999695E0	2.136000061E2	3.216000080E0	3.000000000E0
4.260631932E2	4.485127121E1	-5.687789400E-1	1.714976386E0	1.018000031E1	2.123999939E2	3.216000080E0	4.000000000E0
4.270631938E2	4.485120872E1	-5.688368900E-1	5.228002239E-1	9.859999657E0	2.126000061E2	3.216000080E0	4.000000000E0
4.280631935E2	4.485111422E1	-5.688872600E-1	7.904713565E-1	1.040999985E1	2.080000000E2	3.216000080E0	4.000000000E0
4.290631936E2	4.485103325E1	-5.689426300E-1	2.553987198E0	1.010000038E1	2.096000061E2	3.216000080E0	4.000000000E0
4.300631936E2	4.485094654E1	-5.690087000E-1	2.607168454E0	1.043999958E1	2.101999969E2	3.216000080E0	4.000000000E0
4.310631941E2	4.485085161E1	-5.690626600E-1	3.719746616E0	1.031999969E1	2.086000061E2	3.216000080E0	4.000000000E0
4.320631929E2	4.485077233E1	-5.691309700E-1	4.588660411E0	1.021000004E1	2.095000000E2	3.216000080E0	4.000000000E0
4.330631937E2	4.485069608E1	-5.691899700E-1	4.913208285E0	1.027000046E1	2.103999939E2	3.216000080E0	4.000000000E0
4.340631937E2	4.485060819E1	-5.692417100E-1	4.057464708E0	9.949999809E0	2.090000000E2	3.216000080E0	4.000000000E0
4.350631935E2	4.485052394E1	-5.692992800E-1	3.896113456E0	1.042000008E1	2.071999969E2	3.216000080E0	4.000000000E0
4.360631935E2	4.485044375E1	-5.693716100E-1	3.376413489E0	1.030000019E1	2.076000061E2	3.216000080E0	3.000000000E0
4.370631936E2	4.485035886E1	-5.694342000E-1	2.868317836E0	1.052000046E1	2.068000031E2	3.216000080E0	3.000000000E0
4.380631935E2	4.485026833E1	-5.694944700E-1	2.600519802E0	1.100000000E1	2.045000000E2	3.216000080E0	3.000000000E0
4.390631939E2	4.485017050E1	-5.695590600E-1	2.247147907E0	1.073999977E1	2.058000031E2	3.216000080E0	3.000000000E0
4.400631944E2	4.485008020E1	-5.696075200E-1	3.033740932E0	1.067000008E1	2.043000031E2	3.216000080E0	3.000000000E0
4.410631933E2	4.484999305E1	-5.696768000E-1	2.661260608E0	1.081999969E1	2.058000031E2	3.216000080E0	3.000000000E0
4.420631936E2	4.484989980E1	-5.697494000E-1	2.112020534E0	1.114999962E1	2.061999969E2	3.216000080E0	3.000000000E0
4.430631939E2	4.484981692E1	-5.697972100E-1	1.588493750E0	1.021000004E1	2.033999939E2	3.216000080E0	3.000000000E0
4.440631937E2	4.484973154E1	-5.698518300E-1	1.036824919E0	1.006999969E1	2.006999969E2	3.216000080E0	3.000000000E0
4.450631945E2	4.484963900E1	-5.698890800E-1	2.377381517E0	1.051000023E1	1.961999969E2	3.216000080E0	3.000000000E0
4.460631942E2	4.484954499E1	-5.699219600E-1	2.366256914E0	1.003999996E1	1.961000061E2	3.216000080E0	3.000000000E0
4.470631935E2	4.484945612E1	-5.699565400E-1	2.079312727E0	9.970000267E0	1.956999969E2	3.216000080E0	3.000000000E0
4.480631940E2	4.484936903E1	-5.699815100E-1	4.176103544E0	9.800000191E0	1.960000000E2	3.216000080E0	3.000000000E0
4.490631939E2	4.484927800E1	-5.700197300E-1	3.326473732E0	1.034000015E1	1.953000031E2	3.216000080E0	3.000000000E0
4.500631935E2	4.484917300E1	-5.700504300E-1	3.031233043E0	1.065999985E1	1.946999969E2	3.216000080E0	4.000000000E0
4.510631945E2	4.484909595E1	-5.700844500E-1	3.135157370E0	9.550000191E0	1.970000000E2	3.216000080E0	3.000000000E0
4.520631938E2	4.484901422E1	-5.701231300E-1	2.154483915E0	9.689999580E0	1.973999939E2	3.216000080E0	4.000000000E0
4.530631937E2	4.484893579E1	-5.701531200E-1	2.941821995E0	9.609999657E0	1.983000031E2	3.216000080E0	4.000000000E0
4.540631941E2	4.484885904E1	-5.701903800E-1	2.350553452E0	9.689999580E0	1.973999939E2	3.216000080E0	4.000000000E0
4.550631946E2	4.484876956E1	-5.702339900E-1	2.981266163E0	1.003999996E1	1.956999969E2	3.216000080E0	4.000000000E0
4.560631939E2	4.484866603E1	-5.702451600E-1	2.282536417E0	1.002999973E1	1.946000061E2	3.216000080E0	4.000000000E0
4.570631942E2	4.484858707E1	-5.702798000E-1	3.603379380E0	9.710000038E0	1.961999969E2	3.216000080E0	3.000000000E0
4.580631935E2	4.484850160E1	-5.703049800E-1	2.531773881E0	9.779999733E0	1.965000000E2	3.216000080E0	3.000000000E0
4.590631930E2	4.484841687E1	-5.703435900E-1	3.071730603E0	9.880000114E0	1.941000061E2	3.216000080E0	3.000000000E0
4.600631937E2	4.484833295E1	-5.703763800E-1	3.278927904E0	9.770000458E0	1.941000061E2	3.216000080E0	3.000000000E0
4.610631942E2	4.484825391E1	-5.704105500E-1	4.982034396E0	9.609999657E0	1.956000061E2	3.216000080E0	3.000000000E0
4.620631932E2	4.484816367E1	-5.704405400E-1	4.781580514E0	1.042000008E1	1.933999939E2	3.216000080E0	3.000000000E0
4.630631933E2	4.484807849E1	-5.704699800E-1	4.266490367E0	1.030000019E1	1.928999939E2	3.216000080E0	3.000000000E0
4.640631935E2	4.484798965E1	-5.704919200E-1	4.934145368E0	1.011999989E1	1.908000031E2	3.216000080E0	3.000000000E0
4.650631931E2	4.484789690E1	-5.705360300E-1	5.860451223E0	1.010000038E1	1.868000031E2	3.216000080E0	4.000000000E0
4.660631935E2	4.484780358E1	-5.705696700E-1	7.442770764E0	9.960000038E0	1.905000000E2	3.216000080E0	3.000000000E0
4.670631949E2	4.484770891E1	-5.705963000E-1	7.289072681E0	1.006000042E1	1.893999939E2	3.216000080E0	3.000000000E0
4.680631937E2	4.484762015E1	-5.706079800E-1	6.421090761E0	1.017000008E1	1.860000000E2	3.216000080E0	3.000000000E0
4.690631938E2	4.484752758E1	-5.706259300E-1	6.316898455E0	1.010999966E1	1.875000000E2	3.216000080E0	3.000000000E0
4.700631940E2	4.484743419E1	-5.706360600E-1	6.309818966E0	1.056000042E1	1.881999969E2	3.216000080E0	4.000000000E0
4.710631930E2	4.484734341E1	-5.706554800E-1	5.501951093E0	1.035999966E1	1.878000031E2	3.216000080E0	4.000000000E0
4.720631943E2	4.484725399E1	-5.706739100E-1	6.777702000E0	1.032999992E1	1.863999939E2	3.216000080E0	4.000000000E0
4.730631937E2	4.484716908E1	-5.706713300E-1	5.659730342E0	9.750000000E0	1.853999939E2	3.216000080E0	3.000000000E0
4.740631933E2	4.484707396E1	-5.706776900E-1	5.514226069E0	1.022999954E1	1.843999939E2	3.216000080E0	3.000000000E0
4.750631946E2	4.484697542E1	-5.706860100E-1	5.739570245E0	1.059000015E1	1.840000000E2	3.216000080E0	3.000000000E0
4.760631940E2	4.484688723E1	-5.706919100E-1	7.014842077E0	1.061999989E1	1.805000000E2	3.216000080E0	3.000000000E0
4.770631930E2	4.484679014E1	-5.706874100E-1	7.015586284E0	1.069999981E1	1.788000031E2	3.216000080E0	3.000000000E0
4.780631936E2	4.484669330E1	-5.706882100E-1	7.535369497E0	1.068999958E1	1.791000061E2	3.216000080E0	3.000000000E0
4.790631944E2	4.484660065E1	-5.706833800E-1	7.098430459E0	1.050000000E1	1.781000061E2	3.216000080E0	3.000000000E0
4.800631941E2	4.484650722E1	-5.706748900E-1	7.052607493E0	1.027000046E1	1.768999939E2	3.216000080E0	3.000000000E0
4.810631927E2	4.484641625E1	-5.706783100E-1	6.912170962E0	1.015999985E1	1.778999939E2	3.216000080E0	3.000000000E0
4.820631937E2	4.484631929E1	-5.706701400E-1	8.145767010E0	1.047999954E1	1.753999939E2	3.216000080E0	3.000000000E0
4.830631943E2	4.484623148E1	-5.706625900E-1	7.459989245E0	1.018000031E1	1.741999969E2	3.216000080E0	3.000000000E0
4.840631937E2	4.484613895E1	-5.706515700E-1	8.089338983E0	1.022000027E1	1.741999969E2	3.216000080E0	3.000000000E0
4.850631943E2	4.484604752E1	-5.706340800E-1	7.956852621E0	1.039999962E1	1.738999939E2	3.216000080E0	4.000000000E0
4.860631943E2	4.484596466E1	-5.706089300E-1	8.127471801E0	9.340000153E0	1.711999969E2	3.216000080E0	4.000000000E0
4.870631940E2	4.484586771E1	-5.705906800E-1	6.968253089E0	1.052999973E1	1.718999939E2	3.216000080E0	4.000000000E0
4.880631937E2	4.484576309E1	-5.705768300E-1	6.937327670E0	1.076000023E1	1.731000061E2	3.216000080E0	3.000000000E0
4.890631940E2	4.484566887E1	-5.705518300E-1	6.666663552E0	1.023999977E1	1.698999939E2	3.216000080E0	3.000000000E0
4.900631934E2	4.484557461E1	-5.705326100E-1	7.144347188E0	1.032999992E1	1.730000000E2	3.216000080E0	3.000000000E0
4.910631940E2	4.484547953E1	-5.705124100E-1	9.543723522E0	1.031000042E1	1.703000031E2	3.216000080E0	3.000000000E0
4.920631937E2	4.484539127E1	-5.704794400E-1	9.013421269E0	1.060000038E1	1.691999969E2	3.216000080E0	3.000000000E0
4.930631946E2	4.484529932E1	-5.704484100E-1	8.701928932E0	1.040999985E1	1.666000061E2	3.216000080E0	4.000000000E0
4.940631939E2	4.484520631E1	-5.704156800E-1	7.790767544E0	1.053999996E1	1.671000061E2	3.216000080E0	4.000000000E0
4.950631943E2	4.484510770E1	-5.704024300E-1	7.514540875E0	1.055000019E1	1.716999969E2	3.216000080E0	3.000000000E0
4.960631937E2	4.484501368E1	-5.703733200E-1	7.080549737E0	1.075000000E1	1.693999939E2	3.216000080E0	3.000000000E0
4.970631941E2	4.484491686E1	-5.703520300E-1	7.012397749E0	1.064999962E1	1.693000031E2	3.216000080E0	3.000000000E0
4.980631940E2	4.484482070E1	-5.703303400E-1	7.232026765E0	1.089999962E1	1.695000000E2	3.216000080E0	3.000000000E0
4.990631949E2	4.484473492E1	-5.703153200E-1	7.054799327E0	1.027999973E1	1.708000031E2	3.216000080E0	3.000000000E0
5.000631942E2	4.484463811E1	-5.702981200E-1	7.622569591E0	1.053999996E1	1.708999939E2	3.216000080E0	3.000000000E0
5.010631949E2	4.484454375E1	-5.702658100E-1	7.591351872E0	1.039999962E1	1.688999939E2	3.216000080E0	3.000000000E0
5.020631928E2	4.484445384E1	-5.702434000E-1	7.493476005E0	1.022999954E1	1.693999939E2	3.216000080E0	3.000000000E0
5.030631940E2	4.484436120E1	-5.702308200E-1	7.485619911E0	1.086999989E1	1.708999939E2	3.216000080E0	3.000000000E0
5.040631934E2	4.484427333E1	-5.702069100E-1	6.825855339E0	1.032999992E1	1.698000031E2	3.216000080E0	3.000000000E0
5.050631935E2	4.484418965E1	-5.701970800E-1	8.290286457E0	1.051000023E1	1.703999939E2	3.216000080E0	3.000000000E0
5.060631942E2	4.484409229E1	-5.701513000E-1	6.522811957E0	1.071000004E1	1.678000031E2	3.216000080E0	3.000000000E0
5.070631938E2	4.484399984E1	-5.701303200E-1	7.436715040E0	1.061999989E1	1.680000000E2	3.216000080E0	3.000000000E0
5.080631937E2	4.484390120E1	-5.701050700E-1	6.588231710E0	1.080000019E1	1.683000031E2	3.216000080E0	3.000000000E0
5.090631944E2	4.484379209E1	-5.700673100E-1	5.850110179E0	1.143000031E1	1.676000061E2	3.216000080E0	3.000000000E0
5.100631932E2	4.484369883E1	-5.700363200E-1	6.415143846E0	1.086999989E1	1.681000061E2	3.216000080E0	3.000000000E0
5.110631938E2	4.484360743E1	-5.700163100E-1	4.827581280E0	1.046000004E1	1.681000061E2	3.216000080E0	3.000000000E0
5.120631935E2	4.484351143E1	-5.699874600E-1	5.240880197E0	1.085999966E1	1.673000031E2	3.216000080E0	3.000000000E0
5.130631933E2	4.484342003E1	-5.699730500E-1	4.789482895E0	1.080000019E1	1.696999969E2	3.216000080E0	3.000000000E0
5.140631942E2	4.484332021E1	-5.699509100E-1	5.381182911E0	1.105000019E1	1.695000000E2	3.216000080E0	3.000000000E0
5.150631942E2	4.484322175E1	-5.699223100E-1	4.663805594E0	1.097999954E1	1.678000031E2	3.216000080E0	3.000000000E0
5.160631947E2	4.484312905E1	-5.698923200E-1	5.153460063E0	1.102999973E1	1.680000000E2	3.216000080E0	3.000000000E0
5.170631931E2	4.484303163E1	-5.698689400E-1	5.743207675E0	1.098999977E1	1.733999939E2	3.216000080E0	3.000000000E0
5.180631933E2	4.484293954E1	-5.698516000E-1	5.818607060E0	1.118999958E1	1.736999969E2	3.216000080E0	3.000000000E0
5.190631937E2	4.484284609E1	-5.698412100E-1	6.054645915E0	1.046000004E1	1.738999939E2	3.216000080E0	3.000000000E0
5.200631935E2	4.484275077E1	-5.698053800E-1	5.536248335E0	1.107999992E1	1.648999939E2	3.216000080E0	3.000000000E0
5.210631941E2	4.484265520E1	-5.697744500E-1	6.028467244E0	1.097999954E1	1.685000000E2	3.216000080E0	3.000000000E0
5.220631928E2	4.484256004E1	-5.697523500E-1	5.959156097E0	1.059000015E1	1.688000031E2	3.216000080E0	3.000000000E0
5.230631930E2	4.484246970E1	-5.697204600E-1	6.444356227E0	1.069999981E1	1.675000000E2	3.216000080E0	3.000000000E0
5.240631946E2	4.484236796E1	-5.696797600E-1	6.641294883E0	1.110999966E1	1.628999939E2	3.216000080E0	3.000000000E0
5.250631934E2	4.484227592E1	-5.696336800E-1	7.511820692E0	1.077000046E1	1.603000031E2	3.216000080E0	3.000000000E0
5.260631936E2	4.484218306E1	-5.695867100E-1	6.605919018E0	1.040999985E1	1.611999969E2	3.216000080E0	3.000000000E0
5.270631935E2	4.484208843E1	-5.695440600E-1	6.489259886E0	1.069999981E1	1.625000000E2	3.216000080E0	3.000000000E0
5.280631937E2	4.484199877E1	-5.695295900E-1	7.664449419E0	1.034000015E1	1.691000061E2	3.216000080E0	3.000000000E0
5.290631940E2	4.484190491E1	-5.694973800E-1	8.342765348E0	1.034000015E1	1.638999939E2	3.216000080E0	3.000000000E0
5.300631947E2	4.484181609E1	-5.694574800E-1	7.284392240E0	1.035999966E1	1.625000000E2	3.216000080E0	3.000000000E0
5.310631944E2	4.484172960E1	-5.694185200E-1	6.609807292E0	9.739999771E0	1.628000031E2	3.216000080E0	3.000000000E0
5.320631946E2	4.484164107E1	-5.693779400E-1	7.649640238E0	1.002000046E1	1.626999969E2	3.216000080E0	3.000000000E0
5.330631941E2	4.484157504E1	-5.693463200E-1	7.513561213E0	9.149999619E0	1.630000000E2	3.216000080E0	3.000000000E0
5.340631935E2	4.484147582E1	-5.693061700E-1	7.263721929E0	1.068999958E1	1.635000000E2	3.216000080E0	3.000000000E0
5.350631945E2	4.484139326E1	-5.692763700E-1	8.493060478E0	1.025000000E1	1.635000000E2	3.216000080E0	3.000000000E0
5.360631949E2	4.484130606E1	-5.692407100E-1	8.750602051E0	1.059000015E1	1.620000000E2	3.216000080E0	3.000000000E0
5.370630213E2	4.484120438E1	-5.691904000E-1	8.376319891E0	1.038000011E1	1.616000061E2	3.216000080E0	3.000000000E0
5.380631935E2	4.484111075E1	-5.691519200E-1	6.919203495E0	1.044999981E1	1.625000000E2	3.216000080E0	3.000000000E0
5.390631934E2	4.484101914E1	-5.690996500E-1	7.397216846E0	1.035999966E1	1.613000031E2	3.216000080E0	3.000000000E0
5.400631945E2	4.484093295E1	-5.690649200E-1	7.428378255E0	9.899999619E0	1.633999939E2	3.216000080E0	3.000000000E0
5.410631944E2	4.484085106E1	-5.690299600E-1	8.719854403E0	9.899999619E0	1.606999969E2	3.216000080E0	3.000000000E0
5.420631936E2	4.484076754E1	-5.689832600E-1	8.443102157E0	1.001000023E1	1.603000031E2	3.216000080E0	3.000000000E0
5.430631931E2	4.484068102E1	-5.689291700E-1	8.549839580E0	1.034000015E1	1.591999969E2	3.216000080E0	3.000000000E0
5.440631942E2	4.484059785E1	-5.688834700E-1	1.072840883E1	1.039000034E1	1.581000061E2	3.216000080E0	3.000000000E0
5.450631942E2	4.484050768E1	-5.688438400E-1	1.161516508E1	1.040999985E1	1.570000000E2	3.216000080E0	3.000000000E0
5.460631940E2	4.484041819E1	-5.687839200E-1	1.178568887E1	1.036999989E1	1.565000000E2	3.216000080E0	4.000000000E0
5.470631929E2	4.484033265E1	-5.687313700E-1	1.172195388E1	1.069999981E1	1.533999939E2	3.216000080E0	3.000000000E0
5.480631930E2	4.484024483E1	-5.686766400E-1	1.080232473E1	1.021000004E1	1.503000031E2	3.216000080E0	4.000000000E0
5.490631934E2	4.484015940E1	-5.686111800E-1	1.069215163E1	1.042000008E1	1.508000031E2	3.216000080E0	3.000000000E0
5.500631938E2	4.484007640E1	-5.685424100E-1	8.797434898E0	9.890000343E0	1.533999939E2	3.216000080E0	3.000000000E0
5.510631948E2	4.483999217E1	-5.684903700E-1	1.002660715E1	1.043000031E1	1.538999939E2	3.216000080E0	3.000000000E0
5.520631942E2	4.483990537E1	-5.684335400E-1	1.011210645E1	1.038000011E1	1.536000061E2	3.216000080E0	3.000000000E0
5.530631945E2	4.483982795E1	-5.683611700E-1	9.835922199E0	1.035000038E1	1.498999939E2	3.216000080E0	3.000000000E0
5.540631946E2	4.483975036E1	-5.682824500E-1	8.813282753E0	1.067000008E1	1.493000031E2	3.216000080E0	3.000000000E0
5.550631943E2	4.483967318E1	-5.682085000E-1	8.353444889E0	1.010000038E1	1.513000031E2	3.216000080E0	3.000000000E0
5.560631932E2	4.483958776E1	-5.681465200E-1	7.009626646E0	1.030000019E1	1.506000061E2	3.216000080E0	3.000000000E0
5.570631942E2	4.483950240E1	-5.680781100E-1	6.318767308E0	1.034000015E1	1.503999939E2	3.216000080E0	3.000000000E0
5.580631933E2	4.483942316E1	-5.680109100E-1	6.921180458E0	1.009000015E1	1.493000031E2	3.216000080E0	3.000000000E0
5.590631941E2	4.483934009E1	-5.679510100E-1	7.359159785E0	1.031000042E1	1.521000061E2	3.216000080E0	3.000000000E0
5.600631930E2	4.483926972E1	-5.678919500E-1	6.656695474E0	1.006000042E1	1.481999969E2	3.216000080E0	3.000000000E0
5.610631934E2	4.483919351E1	-5.678007400E-1	6.171296722E0	1.027000046E1	1.406999969E2	3.216000080E0	3.000000000E0
5.620631936E2	4.483912129E1	-5.677206700E-1	7.750342425E0	1.015999985E1	1.428999939E2	3.216000080E0	3.000000000E0
5.630631945E2	4.483905173E1	-5.676461100E-1	7.594886710E0	9.939999580E0	1.465000000E2	3.216000080E0	3.000000000E0
5.640631934E2	4.483898254E1	-5.675783700E-1	6.323153897E0	9.920000076E0	1.501000061E2	3.216000080E0	3.000000000E0
5.650631937E2	4.483890099E1	-5.675195800E-1	5.930138637E0	9.899999619E0	1.531000061E2	3.216000080E0	3.000000000E0
5.660631943E2	4.483882795E1	-5.674659700E-1	6.432199324E0	9.609999657E0	1.478000031E2	3.216000080E0	3.000000000E0
5.670631932E2	4.483875487E1	-5.674036500E-1	7.041444262E0	9.890000343E0	1.493999939E2	3.216000080E0	3.000000000E0
5.680631933E2	4.483868199E1	-5.673405900E-1	6.669732710E0	9.739999771E0	1.468000031E2	3.216000080E0	3.000000000E0
5.690631935E2	4.483860528E1	-5.672700900E-1	6.549980187E0	9.930000305E0	1.453000031E2	3.216000080E0	3.000000000E0
5.700631947E2	4.483853427E1	-5.671998400E-1	6.905934985E0	9.470000267E0	1.463999939E2	3.216000080E0	3.000000000E0
5.710631934E2	4.483846244E1	-5.671250800E-1	7.787589033E0	1.034000015E1	1.443999939E2	3.216000080E0	3.000000000E0
5.720631935E2	4.483839306E1	-5.670376500E-1	7.835206931E0	1.050000000E1	1.381999969E2	3.216000080E0	3.000000000E0
5.730631935E2	4.483831817E1	-5.669540900E-1	7.930735028E0	1.061999989E1	1.428000031E2	3.216000080E0	3.000000000E0
5.740631937E2	4.483824573E1	-5.668624400E-1	7.993309977E0	1.069999981E1	1.370000000E2	3.216000080E0	3.000000000E0
5.750631937E2	4.483816723E1	-5.667896800E-1	9.748559335E0	1.119999981E1	1.456000061E2	3.216000080E0	3.000000000E0
5.760631936E2	4.483809522E1	-5.666968300E-1	9.194924218E0	1.096000004E1	1.388000031E2	3.216000080E0	3.000000000E0
5.770631928E2	4.483801809E1	-5.666135600E-1	1.091716130E1	1.119999981E1	1.400000000E2	3.216000080E0	3.000000000E0
5.780631950E2	4.483794634E1	-5.665363800E-1	1.143761114E1	1.119999981E1	1.381000061E2	3.216000080E0	3.000000000E0
5.790631946E2	4.483788013E1	-5.664389800E-1	1.199530705E1	1.102999973E1	1.341000061E2	3.216000080E0	3.000000000E0
5.800631929E2	4.483780950E1	-5.663488700E-1	1.355165514E1	1.075000000E1	1.426000061E2	3.216000080E0	4.000000000E0
5.810631934E2	4.483773370E1	-5.662654600E-1	1.329220278E1	1.075000000E1	1.385000000E2	3.216000080E0	3.000000000E0
5.820631944E2	4.483766448E1	-5.661832000E-1	1.390951901E1	1.035000038E1	1.401999969E2	3.216000080E0	3.000000000E0
5.830631943E2	4.483759149E1	-5.660883700E-1	1.294542407E1	1.072999954E1	1.381999969E2	3.216000080E0	3.000000000E0
5.840631941E2	4.483750728E1	-5.659882800E-1	1.193390977E1	1.077000046E1	1.396999969E2	3.216000080E0	3.000000000E0
5.850631936E2	4.483743342E1	-5.658852000E-1	1.162448418E1	1.056999969E1	1.353999939E2	3.216000080E0	3.000000000E0
5.860631937E2	4.483735404E1	-5.658008200E-1	1.182365107E1	1.039999962E1	1.421000061E2	3.216000080E0	3.000000000E0
5.870631945E2	4.483728063E1	-5.657158000E-1	1.185454398E1	1.013000011E1	1.423999939E2	3.216000080E0	3.000000000E0
5.880631935E2	4.483721396E1	-5.656361200E-1	1.230443865E1	8.890000343E0	1.355000000E2	3.216000080E0	3.000000000E0
5.890631938E2	4.483715806E1	-5.655626400E-1	1.312426180E1	8.760000229E0	1.381999969E2	3.216000080E0	3.000000000E0
5.900631937E2	4.483710706E1	-5.654829700E-1	1.307220194E1	8.600000381E0	1.346000061E2	3.216000080E0	3.000000000E0
5.910631937E2	4.483707898E1	-5.654104500E-1	1.381914592E1	6.449999809E0	1.243000031E2	3.216000080E0	3.000000000E0
5.920631934E2	4.483706208E1	-5.653466600E-1	1.350480307E1	4.610000134E0	1.229000015E2	3.216000080E0	3.000000000E0
5.930631934E2	4.483703500E1	-5.653312400E-1	1.356652358E1	2.859999895E0	1.478999939E2	3.216000080E0	3.000000000E0
5.940631946E2	4.483706045E1	-5.653441200E-1	1.452763227E1	2.000000030E-1	1.225000000E2	3.216000080E0	3.000000000E0
5.950631940E2	4.483705825E1	-5.653442100E-1	1.363255183E1	0.000000000E0	0.000000000E0	3.216000080E0	3.000000000E0
